,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2324,Werder Bremen,Senne Lynen,BEL,MF,25-000,1999,21,895,43,45.2,9.9,9,79,3,12,16,1,1.38,15,11,4,0.4,0.98,13.1,14.2,-1.2,-0.12,0.34
GER-Bundesliga,2324,Werder Bremen,Skelly Alvero,FRA,MF,21-291,2002,2,5,3,0.3,0.1,0,,0,2,3,1,1.5,0,0,0,0.0,0.14,0.3,0.1,0.2,3.66,3.97
GER-Bundesliga,2324,Werder Bremen,Spyridon Angelidis,GRE,GK,19-022,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,Wolfsburg,Amin Sarr,SWE,"FW,MF",22-345,2001,7,112,16,5.7,1.2,0,,0,7,16,4,0.57,0,2,-2,-1.61,-1.32,1.3,2.3,-0.9,-0.75,-0.64
GER-Bundesliga,2324,Wolfsburg,Aster Vranckx,BEL,MF,21-138,2002,15,850,57,42.9,9.4,9,84,7,6,16,3,1.27,10,18,-8,-0.85,-0.85,9.2,15.5,-6.4,-0.67,-0.91
GER-Bundesliga,2324,Wolfsburg,Cedric Zesiger,SUI,DF,25-240,1998,14,981,70,49.5,10.9,11,85,9,3,16,8,1.36,14,20,-6,-0.55,-0.37,15.7,18.3,-2.6,-0.24,-0.17
GER-Bundesliga,2324,Wolfsburg,Dženan Pejčinović,GER,FW,19-004,2005,3,31,10,1.6,0.3,0,,0,3,10,4,1.0,0,0,0,0.0,0.37,1.1,0.1,1.0,2.86,3.06
GER-Bundesliga,2324,Wolfsburg,Jakub Kamiński,POL,"FW,MF",21-259,2002,13,296,23,14.9,3.3,3,62,0,10,11,8,1.15,2,6,-4,-1.22,-1.0,2.7,4.3,-1.6,-0.48,-0.39
GER-Bundesliga,2324,Wolfsburg,Joakim Mæhle,DEN,DF,26-275,1997,21,1752,83,88.5,19.5,20,86,15,1,28,0,1.0,21,29,-8,-0.41,-0.41,24.0,27.2,-3.2,-0.16,-0.07
GER-Bundesliga,2324,Wolfsburg,Jonas Wind,DEN,FW,25-012,1999,22,1930,88,97.5,21.4,22,88,15,0,,0,1.09,26,34,-8,-0.37,-0.37,27.0,30.2,-3.2,-0.15,0.25
GER-Bundesliga,2324,Wolfsburg,Kevin Behrens,GER,FW,33-016,1991,3,249,83,12.6,2.8,3,83,1,0,,0,0.67,3,4,-1,-0.36,0.0,4.6,3.3,1.3,0.47,0.71
GER-Bundesliga,2324,Wolfsburg,Kevin Paredes,USA,"MF,FW",20-288,2003,18,722,40,36.5,8.0,7,81,3,11,14,2,0.94,9,14,-5,-0.62,-0.41,11.9,10.3,1.6,0.2,0.56
GER-Bundesliga,2324,Wolfsburg,Kilian Fischer,GER,DF,23-130,2000,1,9,9,0.5,0.1,0,,0,1,9,11,1.0,0,0,0,0.0,0.37,0.5,0.0,0.5,4.79,4.97
GER-Bundesliga,2324,Wolfsburg,Koen Casteels,BEL,GK,31-239,1992,18,1620,90,81.8,18.0,18,90,18,0,,0,1.28,21,26,-5,-0.28,0.47,21.8,25.9,-4.1,-0.23,-0.41
GER-Bundesliga,2324,Wolfsburg,Kofi Amoako,GER,MF,18-289,2005,2,2,1,0.1,0.0,0,,0,2,1,2,2.0,0,0,0,0.0,0.36,0.0,0.0,0.0,0.0,0.16
GER-Bundesliga,2324,Wolfsburg,Lovro Majer,CRO,"MF,FW",26-033,1998,22,1525,69,77.0,16.9,19,75,2,3,31,0,1.09,25,24,1,0.06,1.84,22.1,22.8,-0.8,-0.04,0.48
GER-Bundesliga,2324,Wolfsburg,Lukas Nmecha,GER,FW,25-067,1998,1,14,14,0.7,0.2,0,,0,1,14,0,1.0,0,0,0,0.0,0.37,0.0,0.2,-0.2,-0.98,-0.83
GER-Bundesliga,2324,Wolfsburg,Mattias Svanberg,SWE,MF,25-045,1999,20,1482,74,74.8,16.5,18,79,5,2,33,1,1.15,21,25,-4,-0.24,0.48,21.1,24.5,-3.4,-0.21,-0.2
GER-Bundesliga,2324,Wolfsburg,Maxence Lacroix,FRA,DF,23-319,2000,18,1477,82,74.6,16.4,17,86,14,1,15,0,1.22,20,24,-4,-0.24,0.47,23.3,22.9,0.4,0.02,0.71
GER-Bundesliga,2324,Wolfsburg,Maximilian Arnold,GER,MF,29-268,1994,18,1427,79,72.1,15.9,15,90,15,3,26,0,0.94,17,27,-10,-0.63,-0.96,19.0,23.6,-4.6,-0.29,-0.48
GER-Bundesliga,2324,Wolfsburg,Moritz Jenz,GER,DF,24-295,1999,15,1256,84,63.4,14.0,14,87,12,1,45,3,0.93,15,21,-6,-0.43,-0.18,14.6,18.7,-4.2,-0.3,-0.39
GER-Bundesliga,2324,Wolfsburg,Nicolas Cozza,FRA,DF,25-042,1999,6,276,46,13.9,3.1,3,70,0,3,22,8,1.33,4,7,-3,-0.98,-0.71,3.4,2.5,0.9,0.29,0.51
GER-Bundesliga,2324,Wolfsburg,Niklas Klinger,GER,GK,28-129,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
GER-Bundesliga,2324,Wolfsburg,Patrick Wimmer,AUT,FW,22-265,2001,6,280,47,14.1,3.1,4,69,0,2,2,3,2.0,8,3,5,1.61,2.3,4.9,2.8,2.1,0.66,0.95
GER-Bundesliga,2324,Wolfsburg,Pavao Pervan,AUT,GK,36-098,1987,4,360,90,18.2,4.0,4,90,4,0,,18,0.25,5,8,-3,-0.75,-0.47,5.7,5.0,0.7,0.18,0.41
GER-Bundesliga,2324,Wolfsburg,Philipp Schulze,GER,GK,21-021,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
GER-Bundesliga,2324,Wolfsburg,Ridle Baku,GER,"DF,MF",25-317,1998,21,1087,52,54.9,12.1,10,86,6,11,20,0,1.1,15,16,-1,-0.08,0.62,16.7,17.9,-1.2,-0.1,0.12
GER-Bundesliga,2324,Wolfsburg,Rogério,BRA,DF,26-037,1998,12,901,75,45.5,10.0,10,83,7,2,36,1,0.83,10,15,-5,-0.5,-0.25,9.6,13.6,-4.0,-0.4,-0.44
GER-Bundesliga,2324,Wolfsburg,Sebastiaan Bornauw,BEL,DF,24-334,1999,12,742,62,37.5,8.2,9,80,5,3,7,6,1.08,10,16,-6,-0.73,-0.58,7.8,12.7,-4.9,-0.59,-0.7
GER-Bundesliga,2324,Wolfsburg,Tiago Tomás,POR,"FW,MF",21-248,2002,17,668,39,33.7,7.4,6,66,0,11,25,1,1.12,5,12,-7,-0.94,-0.87,9.4,12.4,-3.0,-0.4,-0.38
GER-Bundesliga,2324,Wolfsburg,Václav Černý,CZE,"FW,MF",26-125,1997,17,822,48,41.5,9.1,11,69,0,6,11,4,1.0,12,14,-2,-0.22,0.25,10.7,12.2,-1.5,-0.16,-0.01
GER-Bundesliga,2324,Wolfsburg,Yannick Gerhardt,GER,"MF,FW",29-343,1994,16,842,53,42.5,9.4,9,80,2,7,18,5,1.31,12,9,3,0.32,1.19,14.5,10.6,3.8,0.41,0.99
ITA-Serie A,2324,Atalanta,Ademola Lookman,NGA,"FW,MF",26-122,1997,18,1109,62,51.3,12.3,15,68,0,3,29,0,1.61,18,13,5,0.41,-1.22,15.6,11.1,4.5,0.36,-0.38
ITA-Serie A,2324,Atalanta,Alberto Manzoni,ITA,MF,18-239,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Aleksei Miranchuk,RUS,"MF,FW",28-125,1995,15,650,43,30.1,7.2,6,82,2,9,18,6,2.13,16,5,11,1.52,0.75,14.9,9.1,5.8,0.8,0.36
ITA-Serie A,2324,Atalanta,Alessandro Cortinovis,ITA,MF,23-025,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Berat Djimsiti,ALB,DF,31-000,1993,23,1982,86,91.8,22.0,23,86,21,0,,1,1.96,45,17,28,1.27,3.29,36.3,21.9,14.4,0.65,1.32
ITA-Serie A,2324,Atalanta,Caleb Okoli,ITA,DF,22-221,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Charles De Ketelaere,BEL,"FW,MF",22-346,2001,22,1294,59,59.9,14.4,16,69,1,6,33,1,1.86,30,12,18,1.25,0.63,23.4,14.2,9.2,0.64,0.23
ITA-Serie A,2324,Atalanta,Davide Zappacosta,ITA,"DF,MF",31-253,1992,20,1133,57,52.5,12.6,14,70,2,6,25,3,1.8,24,11,13,1.03,0.07,21.0,10.8,10.2,0.81,0.56
ITA-Serie A,2324,Atalanta,Duván Zapata,COL,FW,32-324,1991,2,112,56,5.2,1.2,2,56,0,0,,0,1.5,1,2,-1,-0.8,-1.9,1.4,0.8,0.6,0.48,-0.07
ITA-Serie A,2324,Atalanta,El Bilal Touré,MLI,FW,22-139,2001,2,43,22,2.0,0.5,0,,0,2,22,3,3.0,2,0,2,4.19,3.25,2.7,0.4,2.2,4.63,4.16
ITA-Serie A,2324,Atalanta,Emil Holm,SWE,DF,23-282,2000,15,623,42,28.8,6.9,7,69,2,8,17,6,2.2,16,5,11,1.59,0.83,13.4,7.3,6.0,0.87,0.46
ITA-Serie A,2324,Atalanta,Francesco Rossi,ITA,GK,32-298,1991,0,,,,,0,,0,0,,24,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Gianluca Scamacca,ITA,FW,25-049,1999,18,864,48,40.0,9.6,9,69,1,9,27,0,1.78,22,8,14,1.46,0.76,12.6,8.4,4.2,0.44,-0.18
ITA-Serie A,2324,Atalanta,Giorgio Scalvini,ITA,DF,20-070,2003,22,1784,81,82.6,19.8,21,84,15,1,13,0,1.86,41,22,19,0.96,-0.24,32.5,21.0,11.5,0.58,0.19
ITA-Serie A,2324,Atalanta,Giovanni Bonfanti,ITA,DF,21-033,2003,1,15,15,0.7,0.2,0,,0,1,15,11,0.0,0,1,-1,-6.0,-7.05,0.1,0.3,-0.2,-1.43,-1.99
ITA-Serie A,2324,Atalanta,Hans Hateboer,NED,DF,30-041,1994,12,480,40,22.2,5.3,4,69,2,8,26,5,1.83,11,7,4,0.75,-0.32,8.1,7.2,1.0,0.18,-0.47
ITA-Serie A,2324,Atalanta,Isak Hien,SWE,DF,25-037,1999,3,51,17,2.4,0.6,0,,0,3,17,0,2.33,2,0,2,3.53,2.59,2.6,0.2,2.4,4.32,3.87
ITA-Serie A,2324,Atalanta,José Luis Palomino,ARG,DF,34-045,1990,4,27,7,1.3,0.3,0,,0,4,7,4,2.5,0,0,0,0.0,-1.01,0.4,0.3,0.1,0.2,-0.35
ITA-Serie A,2324,Atalanta,Juan Musso,ARG,GK,29-289,1994,10,900,90,41.7,10.0,10,90,10,0,,14,1.6,17,12,5,0.5,-0.86,14.6,8.8,5.7,0.57,0.05
ITA-Serie A,2324,Atalanta,Leonardo Mendicino,ITA,MF,17-239,2006,1,1,1,0.0,0.0,0,,0,1,1,4,3.0,0,0,0,0.0,-1.0,0.0,0.0,0.0,-3.68,-4.23
ITA-Serie A,2324,Atalanta,Luis Muriel,COL,"FW,MF",32-309,1991,18,409,23,18.9,4.5,2,55,0,16,19,4,1.78,7,7,0,0.0,-1.23,7.4,6.7,0.6,0.14,-0.5
ITA-Serie A,2324,Atalanta,Marco Carnesecchi,ITA,GK,23-233,2000,14,1260,90,58.3,14.0,14,90,14,0,,10,2.07,30,11,19,1.36,0.86,23.2,15.8,7.4,0.53,-0.05
ITA-Serie A,2324,Atalanta,Marco Palestra,ITA,DF,18-353,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Mario Pašalić,CRO,"MF,FW",29-010,1995,22,1069,49,49.5,11.9,11,75,5,11,23,2,1.91,25,13,12,1.01,0.02,21.4,14.5,7.0,0.59,0.08
ITA-Serie A,2324,Atalanta,Marten de Roon,NED,"MF,DF",32-327,1991,22,1980,90,91.7,22.0,22,90,22,0,,1,1.91,43,21,22,1.0,0.0,32.5,21.1,11.4,0.52,-0.34
ITA-Serie A,2324,Atalanta,Matteo Colombo,ITA,MF,19-347,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Matteo Ruggeri,ITA,DF,21-223,2002,22,1749,80,81.0,19.4,21,81,5,1,45,1,1.86,38,19,19,0.98,-0.12,27.9,17.9,9.9,0.51,-0.18
ITA-Serie A,2324,Atalanta,Michel Ndary Adopo,FRA,"MF,DF",23-215,2000,8,52,7,2.4,0.6,0,,0,8,7,14,2.25,3,2,1,1.73,0.75,1.8,1.2,0.6,0.95,0.41
ITA-Serie A,2324,Atalanta,Mitchel Bakker,NED,DF,23-244,2000,9,245,27,11.3,2.7,2,55,0,7,19,13,1.22,1,6,-5,-1.84,-3.2,3.5,5.2,-1.7,-0.64,-1.33
ITA-Serie A,2324,Atalanta,Moustapha Cissé,GUI,FW,20-158,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Nadir Zortea,ITA,DF,24-245,1999,5,149,30,6.9,1.7,0,,0,5,30,14,1.4,4,1,3,1.81,0.87,2.2,1.8,0.5,0.28,-0.29
ITA-Serie A,2324,Atalanta,Pietro Comi,ITA,DF,18-253,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Rafael Tolói,ITA,DF,33-132,1990,9,446,50,20.6,5.0,4,87,3,5,20,5,2.11,8,4,4,0.81,-0.24,5.6,4.6,1.0,0.2,-0.44
ITA-Serie A,2324,Atalanta,Sead Kolašinac,BIH,DF,30-244,1993,22,1633,74,75.6,18.1,19,83,12,3,18,1,1.91,38,14,24,1.32,1.32,27.6,18.6,9.0,0.5,-0.2
ITA-Serie A,2324,Atalanta,Siren Diao,ESP,FW,19-029,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Teun Koopmeiners,NED,MF,25-356,1998,21,1767,84,81.8,19.6,20,86,12,1,45,0,1.71,37,18,19,0.97,-0.18,30.5,19.7,10.7,0.55,0.0
ITA-Serie A,2324,Atalanta,Tommaso Del Lungo,ITA,DF,20-090,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
ITA-Serie A,2324,Atalanta,Éderson,BRA,MF,24-227,1999,23,1932,84,89.4,21.5,22,86,17,1,45,0,1.83,38,22,16,0.75,-2.41,32.2,22.1,10.1,0.47,-0.7
ITA-Serie A,2324,Bologna,Alexis Saelemaekers,BEL,"FW,MF",24-237,1999,19,1164,61,51.7,12.9,13,76,3,6,30,0,1.95,21,10,11,0.85,0.6,15.9,14.4,1.5,0.12,-0.27
ITA-Serie A,2324,Bologna,Charalambos Lykogiannis,GRE,DF,30-120,1993,17,691,41,30.7,7.7,8,70,1,9,14,7,1.76,13,9,4,0.52,-0.06,8.8,6.6,2.2,0.28,0.05
ITA-Serie A,2324,Bologna,Dan Ndoye,SUI,"FW,MF",23-117,2000,20,1082,54,48.1,12.0,12,76,3,8,21,0,2.0,16,7,9,0.75,0.36,15.0,9.0,6.0,0.5,0.49
ITA-Serie A,2324,Bologna,Federico Ravaglia,ITA,GK,24-100,1999,3,270,90,12.0,3.0,3,90,3,0,,22,2.33,5,1,4,1.33,0.88,4.0,1.6,2.4,0.78,0.61
ITA-Serie A,2324,Bologna,Giovanni Fabbian,ITA,"MF,FW",21-036,2003,16,701,44,31.2,7.8,7,79,2,9,17,9,2.0,13,6,7,0.9,0.49,10.8,7.8,3.0,0.39,0.21
ITA-Serie A,2324,Bologna,Jens Odgaard,DEN,FW,24-325,1999,2,33,17,1.5,0.4,0,,0,2,17,2,3.0,2,0,2,5.45,4.97,1.1,0.2,0.9,2.48,2.26
ITA-Serie A,2324,Bologna,Jesper Karlsson,SWE,FW,25-209,1998,5,314,63,14.0,3.5,4,71,0,1,31,10,1.4,1,2,-1,-0.29,-0.98,2.3,3.2,-0.8,-0.24,-0.57
ITA-Serie A,2324,Bologna,Jhon Lucumí,COL,DF,25-238,1998,16,1092,68,48.5,12.1,11,88,10,5,26,4,1.5,14,10,4,0.33,-0.45,15.0,10.4,4.7,0.38,0.27
ITA-Serie A,2324,Bologna,Joaquin Sosa,URU,DF,22-040,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2324,Bologna,Joshua Zirkzee,NED,FW,22-273,2001,24,2006,84,89.2,22.3,23,86,13,1,33,0,1.88,33,21,12,0.54,-0.2,27.5,22.0,5.5,0.25,0.03
ITA-Serie A,2324,Bologna,Kacper Urbanski,POL,"FW,MF",19-165,2004,13,475,37,21.1,5.3,5,68,1,8,17,12,1.85,7,10,-3,-0.57,-1.43,5.8,6.4,-0.6,-0.12,-0.46
ITA-Serie A,2324,Bologna,Kevin Bonifazi,ITA,DF,27-276,1996,1,90,90,4.0,1.0,1,90,1,0,,13,1.0,1,1,0,0.0,-0.58,1.0,0.9,0.1,0.13,-0.12
ITA-Serie A,2324,Bologna,Lewis Ferguson,SCO,MF,24-179,1999,24,2140,89,95.1,23.8,24,89,21,0,,0,1.83,35,22,13,0.55,-0.27,28.9,24.1,4.8,0.2,-0.92
ITA-Serie A,2324,Bologna,Lorenzo De Silvestri,ITA,DF,35-272,1988,11,554,50,24.6,6.2,6,68,0,5,29,11,1.73,10,5,5,0.81,0.33,7.1,7.5,-0.5,-0.07,-0.42
ITA-Serie A,2324,Bologna,Michel Aebischer,SUI,MF,27-044,1997,24,1447,60,64.3,16.1,17,77,7,7,20,0,1.75,16,14,2,0.12,-1.22,16.6,15.5,1.1,0.07,-0.5
ITA-Serie A,2324,Bologna,Mihajlo Ilić,SRB,DF,20-260,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
ITA-Serie A,2324,Bologna,Nicola Bagnolini,ITA,GK,19-342,2004,0,,,,,0,,0,0,,18,,,,,,,,,,,
ITA-Serie A,2324,Bologna,Nicolás Domínguez,ARG,MF,25-236,1998,2,102,51,4.5,1.1,1,71,0,1,31,0,0.5,0,3,-3,-2.65,-3.36,1.0,0.9,0.1,0.07,-0.18
ITA-Serie A,2324,Bologna,Nikola Moro,CRO,MF,25-344,1998,20,696,35,30.9,7.7,9,59,0,11,15,5,1.8,13,10,3,0.39,-0.25,10.7,8.0,2.7,0.34,0.14
ITA-Serie A,2324,Bologna,Oussama El Azzouzi,MAR,MF,22-266,2001,11,294,27,13.1,3.3,2,81,1,9,15,5,1.82,5,1,4,1.22,0.76,4.9,3.6,1.3,0.4,0.18
ITA-Serie A,2324,Bologna,Remo Freuler,SUI,MF,31-310,1992,20,1594,80,70.8,17.7,18,85,12,2,35,1,1.85,30,18,12,0.68,0.4,21.9,18.4,3.5,0.2,-0.16
ITA-Serie A,2324,Bologna,Riccardo Calafiori,ITA,DF,21-276,2002,22,1656,75,73.6,18.4,18,89,17,4,12,1,1.86,29,18,11,0.6,0.14,22.8,18.9,3.9,0.21,-0.12
ITA-Serie A,2324,Bologna,Riccardo Orsolini,ITA,"FW,MF",27-026,1997,21,1215,58,54.0,13.5,13,78,5,8,25,0,1.67,25,11,14,1.04,1.04,18.9,10.7,8.2,0.61,0.79
ITA-Serie A,2324,Bologna,Sam Beukema,NED,DF,25-094,1998,21,1857,88,82.5,20.6,21,88,20,0,,4,2.0,33,18,15,0.73,0.96,26.6,21.0,5.6,0.27,0.14
ITA-Serie A,2324,Bologna,Stefan Posch,AUT,DF,26-281,1997,20,1522,76,67.6,16.9,18,80,12,2,38,0,1.8,24,17,7,0.41,-0.45,19.3,15.0,4.3,0.25,0.03
ITA-Serie A,2324,Bologna,Sydney van Hooijdonk,NED,FW,24-013,2000,9,212,24,9.4,2.4,2,67,0,7,11,10,1.0,2,2,0,0.0,-0.62,2.3,2.5,-0.2,-0.07,-0.34
ITA-Serie A,2324,Bologna,Tito Gasperini,ITA,GK,17-347,2006,0,,,,,0,,0,0,,7,,,,,,,,,,,
ITA-Serie A,2324,Bologna,Tommaso Corazza,ITA,DF,19-235,2004,6,148,25,6.6,1.6,1,67,0,5,16,16,1.5,2,1,1,0.61,0.05,2.7,2.2,0.4,0.27,0.03
ITA-Serie A,2324,Bologna,Victor Bernth Kristiansen,DEN,DF,21-065,2002,21,1410,67,62.7,15.7,16,80,7,5,25,1,1.9,24,14,10,0.64,0.21,20.7,17.5,3.3,0.21,-0.1
ITA-Serie A,2324,Bologna,Łukasz Skorupski,POL,GK,32-290,1991,22,1980,90,88.0,22.0,22,90,22,0,,3,1.73,32,22,10,0.45,-0.88,26.8,23.1,3.8,0.17,-0.61
ITA-Serie A,2324,Cagliari,Adam Obert,SVK,DF,21-180,2002,11,575,52,25.6,6.4,6,81,3,5,18,14,0.55,4,19,-15,-2.35,-1.92,5.5,12.1,-6.6,-1.04,-0.85
ITA-Serie A,2324,Cagliari,Alberto Dossena,ITA,DF,25-129,1998,25,2092,84,93.0,23.2,23,88,21,2,34,0,0.76,21,39,-18,-0.77,2.07,24.5,32.3,-7.7,-0.33,1.05
ITA-Serie A,2324,Cagliari,Alessandro Deiola,ITA,MF,28-202,1995,15,675,45,30.0,7.5,8,73,5,7,13,10,0.8,5,14,-9,-1.2,-0.4,9.8,10.5,-0.7,-0.09,0.46
ITA-Serie A,2324,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",24-216,1999,11,234,21,10.4,2.6,0,,0,11,21,9,0.64,0,5,-5,-1.92,-1.12,1.9,4.4,-2.5,-0.97,-0.63
ITA-Serie A,2324,Cagliari,Alessandro Vinciguerra,ITA,FW,18-185,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2324,Cagliari,Andrea Petagna,ITA,FW,28-234,1995,17,980,58,43.6,10.9,13,72,4,4,11,5,0.71,11,20,-9,-0.83,0.17,10.7,18.5,-7.8,-0.72,-0.55
ITA-Serie A,2324,Cagliari,Antoine Makoumbou,CGO,MF,25-216,1998,23,1956,85,86.9,21.7,23,85,18,0,,0,0.65,21,43,-22,-1.01,-0.71,22.7,33.9,-11.2,-0.52,-0.83
ITA-Serie A,2324,Cagliari,Boris Radunović,SRB,GK,27-269,1996,7,630,90,28.0,7.0,7,90,7,0,,18,0.29,2,12,-10,-1.43,-0.71,5.5,10.0,-4.5,-0.64,-0.32
ITA-Serie A,2324,Cagliari,Christos Kourfalidis,GRE,MF,21-100,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2324,Cagliari,Edoardo Goldaniga,ITA,DF,30-109,1993,13,1011,78,44.9,11.2,12,83,7,1,19,8,1.08,14,17,-3,-0.27,1.19,13.7,15.3,-1.5,-0.14,0.49
ITA-Serie A,2324,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28-235,1995,11,319,29,14.2,3.5,2,61,0,9,22,4,0.55,5,8,-3,-0.85,0.09,4.7,5.9,-1.2,-0.33,0.09
ITA-Serie A,2324,Cagliari,Elio Capradossi,ITA,DF,27-345,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2324,Cagliari,Gabriele Zappa,ITA,DF,24-059,1999,25,1805,72,80.2,20.1,18,86,12,7,38,0,0.76,23,38,-15,-0.75,0.87,21.7,27.7,-6.1,-0.3,0.53
ITA-Serie A,2324,Cagliari,Gaetano Oristanio,ITA,"FW,MF",21-144,2002,18,850,47,37.8,9.4,9,67,0,9,27,1,0.78,7,14,-7,-0.74,0.29,8.8,13.2,-4.4,-0.47,-0.1
ITA-Serie A,2324,Cagliari,Gastón Pereiro,URU,"FW,MF",28-253,1995,0,,,,,0,,0,0,,13,,,,,,,,,,,
ITA-Serie A,2324,Cagliari,Gianluca Gaetano,ITA,"MF,FW",23-290,2000,3,209,70,9.3,2.3,2,90,2,1,29,0,0.33,2,4,-2,-0.86,0.06,1.2,2.6,-1.4,-0.59,-0.2
ITA-Serie A,2324,Cagliari,Gianluca Lapadula,PER,FW,34-012,1990,12,516,43,22.9,5.7,6,68,2,6,18,3,0.5,6,14,-8,-1.4,-0.62,5.0,10.1,-5.1,-0.88,-0.62
ITA-Serie A,2324,Cagliari,Ibrahim Sulemana,GHA,MF,20-273,2003,13,858,66,38.1,9.5,11,70,4,2,46,10,0.62,5,16,-11,-1.15,-0.38,6.3,15.0,-8.8,-0.92,-0.83
ITA-Serie A,2324,Cagliari,Jacopo Desogus,ITA,FW,21-141,2002,0,,,,,0,,0,0,,7,,,,,,,,,,,
ITA-Serie A,2324,Cagliari,Jakub Jankto,CZE,"MF,FW",28-031,1996,13,598,46,26.6,6.6,8,65,0,5,16,8,1.08,7,14,-7,-1.05,-0.18,6.5,10.2,-3.6,-0.55,-0.19
ITA-Serie A,2324,Cagliari,Kingstone Mutandwa,ZAM,MF,21-045,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
ITA-Serie A,2324,Cagliari,Leonardo Pavoletti,ITA,FW,35-085,1988,18,613,34,27.2,6.8,5,72,2,13,19,5,0.78,9,10,-1,-0.15,1.06,10.7,7.1,3.6,0.52,1.28
ITA-Serie A,2324,Cagliari,Marco Mancosu,ITA,"MF,FW",35-181,1988,5,155,31,6.9,1.7,3,51,0,2,2,6,2.2,2,3,-1,-0.58,0.36,3.1,2.0,1.1,0.62,1.1
ITA-Serie A,2324,Cagliari,Mateusz Wieteska,POL,DF,27-008,1997,10,697,70,31.0,7.7,8,82,5,2,21,12,0.4,7,15,-8,-1.03,-0.16,8.2,13.3,-5.1,-0.66,-0.36
ITA-Serie A,2324,Cagliari,Matteo Prati,ITA,MF,20-053,2003,18,1507,84,67.0,16.7,16,86,11,2,63,7,0.94,17,30,-13,-0.78,0.43,20.2,24.6,-4.4,-0.26,0.44
ITA-Serie A,2324,Cagliari,Nahitan Nández,URU,"MF,DF",28-053,1995,21,1393,66,61.9,15.5,18,76,9,3,11,0,0.67,8,33,-25,-1.62,-1.83,14.6,24.7,-10.1,-0.65,-0.65
ITA-Serie A,2324,Cagliari,Nicolas Viola,ITA,"MF,FW",34-130,1989,17,953,56,42.4,10.6,10,71,2,7,35,8,0.94,16,13,3,0.28,2.09,13.5,11.6,1.8,0.17,1.0
ITA-Serie A,2324,Cagliari,Pantelis Hatzidiakos,GRE,DF,27-032,1997,10,638,64,28.4,7.1,10,64,2,0,,9,0.5,2,13,-11,-1.55,-0.88,6.4,9.7,-3.3,-0.46,-0.08
ITA-Serie A,2324,Cagliari,Paulo Azzi,BRA,"DF,MF",29-219,1994,17,836,49,37.2,9.3,9,73,3,8,22,8,0.76,7,16,-9,-0.97,-0.08,10.2,15.7,-5.4,-0.59,-0.29
ITA-Serie A,2324,Cagliari,Simone Aresti,ITA,GK,37-341,1986,0,,,,,0,,0,0,,22,,,,,,,,,,,
ITA-Serie A,2324,Cagliari,Simone Scuffet,ITA,GK,27-264,1996,18,1620,90,72.0,18.0,18,90,18,0,,7,0.94,21,34,-13,-0.72,0.71,21.0,26.7,-5.7,-0.32,0.32
ITA-Serie A,2324,Cagliari,Tommaso Augello,ITA,DF,29-173,1994,20,1433,72,63.7,15.9,16,82,9,4,30,4,0.85,17,30,-13,-0.82,0.29,17.3,21.1,-3.8,-0.24,0.46
ITA-Serie A,2324,Cagliari,Velizar-Ilia Svetozarov Iliev,BUL,GK,18-214,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
