,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Lorient,Royce Openda Owaga,GAB,FW,21-304,2002,0.2,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Lorient,Siriné Doucouré,MLI,FW,21-317,2002,4.7,13,2.78,11,0,1,1,0,0,4,0.86,4,0,0,0,0,0
FRA-Ligue 1,2324,Lorient,Souleymane Touré,FRA,DF,20-328,2003,15.0,11,0.73,11,0,0,0,0,0,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2324,Lorient,Théo Le Bris,FRA,"DF,MF",21-141,2002,12.3,20,1.62,13,0,1,4,2,0,4,0.32,1,0,0,2,1,0
FRA-Ligue 1,2324,Lorient,Tiemoué Bakayoko,FRA,MF,29-186,1994,6.9,5,0.73,4,0,0,1,0,0,3,0.44,2,0,0,1,0,0
FRA-Ligue 1,2324,Lorient,Tosin Aiyegun,BEN,"MF,FW",25-238,1998,7.7,9,1.17,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lorient,Vincent Le Goff,FRA,"DF,MF",34-127,1989,6.0,13,2.17,11,2,0,0,0,0,1,0.17,1,0,0,0,0,0
FRA-Ligue 1,2324,Lorient,Yvon Mvogo,SUI,GK,29-258,1994,22.0,6,0.27,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Adryelson,BRA,"DF,FW",25-333,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Ainsley Maitland-Niles,ENG,"MF,DF",26-174,1997,7.6,12,1.58,11,0,0,0,1,0,2,0.26,2,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Alexandre Lacazette,FRA,FW,32-267,1991,17.5,34,1.95,24,0,3,4,3,0,4,0.23,1,0,2,1,0,0
FRA-Ligue 1,2324,Lyon,Amin Sarr,SWE,"FW,MF",22-345,2001,1.1,3,2.73,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Anthony Lopes,POR,GK,33-141,1990,19.0,2,0.11,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Bradley Barcola,FRA,FW,21-170,2002,3.0,5,1.67,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Chaim El Djebali,TUN,MF,20-012,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Clinton Mata,ANG,DF,31-104,1992,16.1,17,1.06,13,0,1,1,2,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Corentin Tolisso,FRA,MF,29-200,1994,12.5,38,3.03,30,1,0,5,1,1,2,0.16,1,0,0,1,0,0
FRA-Ligue 1,2324,Lyon,Dejan Lovren,CRO,DF,34-229,1989,8.0,4,0.5,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Diego Moreira,POR,"FW,MF",19-197,2004,3.0,4,1.34,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Duje Ćaleta-Car,CRO,DF,27-155,1996,11.1,5,0.45,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Ernest Nuamah,GHA,"FW,MF",20-110,2003,13.4,47,3.52,29,5,4,4,5,0,5,0.37,3,1,0,1,0,0
FRA-Ligue 1,2324,Lyon,Gift Orban,NGA,"FW,MF",21-217,2002,1.5,6,4.06,4,0,1,0,1,0,1,0.68,1,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Henrique,BRA,DF,29-300,1994,3.7,7,1.87,4,1,1,0,1,0,1,0.27,1,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Jake O'Brien,IRL,DF,,,14.3,6,0.42,3,1,0,2,0,0,2,0.14,0,0,0,2,0,0
FRA-Ligue 1,2324,Lyon,Jeffinho,BRA,"FW,MF",24-051,1999,3.4,17,4.98,12,0,1,2,1,1,3,0.88,2,0,0,0,1,0
FRA-Ligue 1,2324,Lyon,Johann Lepenant,FRA,MF,21-120,2002,2.8,7,2.48,6,0,0,1,0,0,1,0.35,1,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Mahamadou Diawara,FRA,MF,19-002,2005,3.8,9,2.34,6,0,0,1,2,0,1,0.26,0,0,0,1,0,0
FRA-Ligue 1,2324,Lyon,Malick Fofana,BEL,"FW,DF",18-325,2005,1.5,4,2.61,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Mama Samba Baldé,GNB,"FW,MF",28-105,1995,4.5,9,2.01,7,0,0,2,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Mamadou Sarr,FRA,DF,18-174,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Maxence Caqueret,FRA,MF,24-004,2000,21.6,77,3.57,52,16,3,2,2,2,1,0.05,1,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Mohamed El Arouch,FRA,FW,19-319,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Nemanja Matić,SRB,MF,35-202,1988,2.9,1,0.34,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Nicolás Tagliafico,ARG,DF,31-172,1992,17.2,29,1.69,18,5,1,1,3,1,2,0.12,1,0,0,0,1,0
FRA-Ligue 1,2324,Lyon,Orel Mangala,BEL,MF,25-338,1998,1.3,3,2.25,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Paul Akouokou,CIV,MF,26-061,1997,3.4,6,1.76,4,0,1,0,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Rayan Cherki,FRA,"FW,MF",20-186,2003,13.9,62,4.46,35,14,5,6,2,0,5,0.36,4,0,0,1,0,0
FRA-Ligue 1,2324,Lyon,Rémy Riou,FRA,GK,36-197,1987,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Sael Kumbedi,FRA,DF,18-330,2005,10.2,16,1.56,15,0,1,0,0,0,2,0.2,2,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Saïd Benrahma,ALG,FW,28-193,1995,1.4,8,5.58,4,2,1,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Sinaly Diomande,CIV,DF,22-316,2001,9.9,6,0.61,5,0,0,1,0,0,1,0.1,1,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Skelly Alvero,FRA,MF,21-291,2002,4.7,12,2.54,7,1,1,2,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Lyon,Tino Kadewere,ZIM,"FW,MF",28-045,1996,3.3,9,2.73,8,0,0,0,1,0,1,0.3,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Abdoul Meité,FRA,MF,22-078,2001,3.3,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Marseille,Amine Harit,MAR,"MF,FW",26-246,1997,12.8,58,4.55,42,4,6,1,4,1,4,0.31,4,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Azzedine Ounahi,MAR,MF,23-306,2000,10.7,32,3.0,30,0,0,0,2,0,2,0.19,2,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Bamo Meïté,CIV,DF,22-244,2001,1.0,6,1.4,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Bilal Nadir,FRA,"MF,FW",20-083,2003,1.3,3,2.37,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Chancel Mbemba,COD,DF,29-195,1994,17.0,10,0.59,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Emran Soglo,ENG,"MF,DF",18-223,2005,1.2,2,1.62,2,0,0,0,0,0,1,0.81,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Faris Pemi Moumbagna,CMR,FW,23-233,2000,2.3,4,1.75,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,François Mughe,CMR,"MF,DF",19-248,2004,2.0,13,6.65,7,1,1,0,4,0,1,0.51,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Geoffrey Kondogbia,CTA,MF,31-004,1993,10.2,12,1.18,11,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Iliman Ndiaye,SEN,FW,23-350,2000,12.1,38,3.14,25,1,6,3,3,0,6,0.5,3,0,0,1,2,0
FRA-Ligue 1,2324,Marseille,Ismaila Sarr,SEN,"FW,MF",25-359,1998,10.1,27,2.66,19,0,2,3,3,0,1,0.1,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Jean Onana,CMR,MF,24-042,2000,4.1,8,1.94,7,0,0,1,0,0,1,0.24,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Joaquín Correa,ARG,"FW,MF",29-190,1994,4.0,11,2.78,8,0,2,0,1,0,1,0.25,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Jonathan Clauss,FRA,DF,31-147,1992,17.7,52,2.95,37,11,0,3,1,0,3,0.17,2,1,0,0,0,0
FRA-Ligue 1,2324,Marseille,Jordan Veretout,FRA,MF,30-355,1993,14.6,59,4.03,44,12,2,1,0,0,8,0.55,7,1,0,0,0,0
FRA-Ligue 1,2324,Marseille,Leonardo Balerdi,ARG,DF,25-024,1999,15.4,13,0.84,13,0,0,0,0,0,1,0.06,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Luis Henrique,BRA,FW,22-067,2001,2.2,7,3.13,5,0,2,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Mattéo Guendouzi,FRA,MF,24-311,1999,0.2,2,9.47,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Michael Amir Murillo,PAN,DF,28-008,1996,7.1,7,0.98,3,0,1,0,2,1,1,0.14,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Noam Mayoka-Tika,BEL,MF,20-109,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Pape Gueye,SEN,MF,25-026,1999,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Pau López,ESP,GK,29-068,1994,20.7,7,0.34,7,0,0,0,0,0,1,0.05,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Pierre-Emerick Aubameyang,GAB,FW,34-246,1989,17.8,47,2.65,33,0,2,10,2,0,9,0.51,6,0,1,2,0,0
FRA-Ligue 1,2324,Marseille,Quentin Merlin,FRA,DF,21-279,2002,1.6,4,2.45,3,1,0,0,0,0,1,0.61,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Renan Lodi,BRA,DF,25-317,1998,13.7,27,1.97,18,8,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Rubén Blanco,ESP,GK,28-209,1995,1.3,1,0.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Samuel Gigot,FRA,DF,30-130,1993,14.0,16,1.14,11,1,0,3,1,0,2,0.14,0,0,0,2,0,0
FRA-Ligue 1,2324,Marseille,Sofiane Sidi Ali,FRA,MF,28-220,1995,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Ulisses Garcia,SUI,DF,28-039,1996,2.4,3,1.27,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Valentin Rongier,FRA,MF,29-074,1994,9.5,28,2.96,25,0,2,0,0,1,1,0.11,1,0,0,0,0,0
FRA-Ligue 1,2324,Marseille,Vitinha,POR,FW,23-341,2000,10.3,37,3.61,23,0,5,3,4,2,6,0.59,3,0,1,2,0,0
FRA-Ligue 1,2324,Metz,Ablie Jallow,GAM,"MF,FW",25-097,1998,7.8,23,2.95,14,5,2,1,1,0,5,0.64,4,1,0,0,0,0
FRA-Ligue 1,2324,Metz,Abou Lô,SEN,DF,24-048,2000,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Alexandre Oukidja,ALG,GK,35-215,1988,21.2,1,0.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Arthur Atta,FRA,"MF,DF",21-036,2003,1.9,6,3.18,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Benjamin Tetteh,GHA,"FW,MF",26-224,1997,3.1,6,1.92,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Cheikh Tidiane Sabaly,SEN,"FW,MF",24-352,1999,13.0,30,2.31,22,0,4,1,3,0,2,0.15,2,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Christophe Hérelle,MTQ,DF,31-181,1992,12.0,9,0.75,7,0,1,0,1,0,1,0.08,1,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Danley Jean-Jacques,HAI,MF,23-275,2000,20.2,32,1.59,21,0,2,6,1,2,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Didier Lamkel Zé,CMR,"FW,MF",27-155,1996,2.7,9,3.39,7,1,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Fali Candé,GNB,DF,26-026,1998,13.5,9,0.67,7,1,0,1,0,0,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Georges Mikautadze,GEO,FW,23-111,2000,7.5,21,2.79,9,3,3,3,3,0,2,0.27,2,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Guillaume Dietsch,FRA,GK,22-308,2001,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Habib Maïga,CIV,"MF,FW",28-049,1996,1.6,1,0.61,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Ibou Sané,SEN,"FW,MF",18-328,2005,1.0,1,0.99,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Ismaël Traoré,CIV,DF,37-185,1986,17.7,6,0.34,5,0,0,1,0,0,1,0.06,1,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Jean Frederic N'Guessan,CIV,"MF,FW",20-308,2003,1.2,4,3.24,1,0,1,0,1,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Joel Asoro,SWE,FW,24-298,1999,8.3,20,2.4,11,2,2,1,4,0,3,0.36,1,0,1,0,1,0
FRA-Ligue 1,2324,Metz,Joseph N'Duquidi,FRA,"MF,DF",19-111,2004,6.2,3,0.36,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Joseph Nduquidi,FRA,MF,19-117,2004,2.1,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Metz,Koffi Kouao,CIV,DF,25-275,1998,7.5,9,1.19,5,2,0,0,1,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Kévin N'Doram,FRA,MF,28-028,1996,11.8,16,1.36,12,0,0,2,2,0,2,0.17,2,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Kévin Van Den Kerkhof,ALG,"FW,DF",27-342,1996,12.5,17,1.36,12,3,1,1,0,0,3,0.24,3,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Lamine Camara,SEN,MF,20-049,2004,16.0,45,2.81,21,15,2,2,2,3,7,0.44,4,2,0,0,0,1
FRA-Ligue 1,2324,Metz,Malick Mbaye,SEN,"MF,FW",19-319,2004,1.7,3,1.76,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Matthieu Udol,FRA,DF,27-336,1996,20.0,38,1.9,33,1,1,0,3,0,3,0.15,3,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Maxime Colin,FRA,DF,32-096,1991,11.0,16,1.46,13,1,0,1,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Oscar Estupiñan,COL,FW,27-052,1996,2.9,2,0.69,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Papa Amadou Diallo,SEN,"FW,MF",19-239,2004,3.0,5,1.68,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Sadibou Sané,SEN,DF,19-254,2004,2.6,1,0.39,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Simon Elisor,FRA,FW,24-212,1999,8.5,19,2.24,13,0,1,1,4,0,1,0.12,1,0,0,0,0,0
FRA-Ligue 1,2324,Metz,Youssef Maziz,FRA,"FW,MF",25-240,1998,1.4,6,4.35,2,2,0,1,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Aleksandr Golovin,RUS,"MF,FW",27-265,1996,18.0,78,4.33,48,20,2,3,3,2,5,0.28,4,0,0,1,0,0
FRA-Ligue 1,2324,Monaco,Antonin Cartillier,FRA,DF,19-241,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Caio Henrique Oliveira Silva,BRA,DF,26-203,1997,5.9,21,3.59,11,7,2,0,0,1,4,0.68,2,2,0,0,0,0
FRA-Ligue 1,2324,Monaco,Chrislain Matsima,FRA,DF,21-280,2002,3.3,7,2.11,7,0,0,0,0,0,1,0.3,1,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Denis Zakaria,SUI,"MF,DF",27-091,1996,17.0,22,1.29,16,0,2,3,0,1,1,0.06,1,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Edan Diop,FRA,"MF,DF",19-175,2004,1.3,1,0.76,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Eliesse Ben Seghir,FRA,"FW,MF",19-003,2005,1.3,2,1.57,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Eliot Matazo,BEL,MF,22-004,2002,1.1,2,1.78,2,0,0,0,0,0,1,0.89,1,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Folarin Balogun,USA,FW,22-231,2001,11.4,41,3.6,29,0,4,3,5,0,5,0.44,3,0,1,0,1,0
FRA-Ligue 1,2324,Monaco,Guillermo Maripán,CHI,DF,29-289,1994,13.1,2,0.15,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Ismail Jakobs,SEN,DF,24-186,1999,13.7,39,2.85,25,9,0,3,1,1,7,0.51,5,1,0,1,0,0
FRA-Ligue 1,2324,Monaco,Kassoum Ouattara,FRA,DF,19-128,2004,2.2,2,0.89,1,0,1,0,0,0,1,0.45,0,0,1,0,0,0
FRA-Ligue 1,2324,Monaco,Krépin Diatta,SEN,DF,24-359,1999,7.3,23,3.13,20,1,1,0,1,0,3,0.41,3,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Maghnes Akliouche,FRA,"MF,FW",21-359,2002,9.2,46,5.01,31,4,5,2,2,2,4,0.44,3,0,0,0,0,1
FRA-Ligue 1,2324,Monaco,Mamadou Coulibaly,FRA,MF,19-304,2004,0.7,4,5.45,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Mohamed Camara,MLI,MF,24-044,2000,9.3,35,3.77,32,0,1,1,1,0,4,0.43,4,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Mohammed Salisu,GHA,DF,24-308,1999,7.0,5,0.71,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Myron Boadu,NED,FW,23-036,2001,0.9,1,1.06,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Philipp Köhn,SUI,GK,25-323,1998,22.0,3,0.14,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Soungoutou Magassa,FRA,DF,20-134,2003,13.4,10,0.75,8,0,0,1,0,1,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Takumi Minamino,JPN,"MF,FW",29-034,1995,14.3,48,3.36,37,2,0,2,5,2,10,0.7,8,0,0,1,1,0
FRA-Ligue 1,2324,Monaco,Thilo Kehrer,GER,DF,27-151,1996,5.0,8,1.6,6,1,0,1,0,0,1,0.2,1,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Vanderson,BRA,DF,22-243,2001,13.0,34,2.61,26,3,1,3,0,1,4,0.31,3,0,0,1,0,0
FRA-Ligue 1,2324,Monaco,Wilfried Singo,CIV,DF,23-056,2000,15.0,21,1.4,19,0,0,1,0,1,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Wissam Ben Yedder,FRA,"FW,MF",33-191,1990,15.3,39,2.55,34,0,1,2,1,1,3,0.2,3,0,0,0,0,0
FRA-Ligue 1,2324,Monaco,Youssouf Fofana,FRA,MF,25-040,1999,19.5,68,3.49,53,2,1,8,2,2,9,0.46,5,0,0,4,0,0
FRA-Ligue 1,2324,Montpellier,Akor Adams,NGA,FW,24-021,2000,18.2,35,1.93,24,0,5,5,1,0,2,0.11,0,0,2,0,0,0
FRA-Ligue 1,2324,Montpellier,Arnaud Nordin,FRA,"FW,MF",25-247,1998,5.7,26,4.56,18,0,2,2,4,0,1,0.18,1,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Axel Gueguin,FRA,"DF,FW",18-332,2005,1.5,2,1.36,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Becir Omeragic,SUI,DF,22-030,2002,15.7,15,0.96,13,0,0,0,2,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Benjamin Lecomte,FRA,GK,32-299,1991,22.0,8,0.36,6,2,0,0,0,0,1,0.05,1,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Boubakar Kouyaté,MLI,DF,26-310,1997,14.8,9,0.61,5,0,0,3,1,0,2,0.14,1,0,0,1,0,0
FRA-Ligue 1,2324,Montpellier,Christopher Jullien,FRA,DF,30-334,1993,8.9,7,0.78,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Elye Wahi,FRA,FW,21-048,2003,0.2,1,6.92,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Enzo Tchato,CMR,"DF,MF",21-088,2002,4.6,5,1.08,3,1,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Falaye Sacko,MLI,DF,28-294,1995,14.1,26,1.84,22,1,0,0,2,1,4,0.28,4,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Issiaga Sylla,GUI,"DF,FW",30-049,1994,10.0,23,2.29,16,5,1,1,0,0,1,0.1,1,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Jordan Ferri,FRA,MF,31-344,1992,15.1,44,2.91,40,1,1,0,2,0,2,0.13,2,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Joris Chotard,FRA,MF,22-148,2001,20.1,30,1.49,26,1,0,1,1,1,3,0.15,3,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Kelvin Yeboah,ITA,FW,23-289,2000,3.1,9,2.93,7,0,1,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Khalil Fayad,FRA,"FW,MF",19-255,2004,9.0,12,1.33,7,0,0,2,3,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Lucas Mincarelli,FRA,"DF,MF",20-045,2004,5.2,4,0.76,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Léo Leroy,FRA,MF,24-005,2000,2.2,5,2.28,5,0,0,0,0,0,1,0.46,1,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Mamadou Sakho,FRA,DF,34-006,1990,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Maxime Estève,FRA,DF,21-269,2002,11.1,11,0.93,9,1,0,1,0,0,1,0.08,1,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Modibo Sagnan,FRA,DF,24-311,1999,2.9,2,0.68,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Musa Al-Taamari,JOR,FW,26-254,1997,15.1,55,3.65,23,1,11,5,13,2,6,0.4,1,0,3,0,2,0
FRA-Ligue 1,2324,Montpellier,Sacha Delaye,FRA,"FW,MF",21-302,2002,1.1,6,5.57,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Silvan Hefti,SUI,"DF,FW",26-117,1997,4.0,6,1.5,4,1,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Tanguy Coulibaly,FRA,"MF,FW",23-001,2001,1.9,7,3.64,4,0,2,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Théo Sainte-Luce,FRA,DF,25-122,1998,3.8,3,0.78,0,1,0,0,1,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Téji Savanier,FRA,MF,32-059,1991,21.4,140,6.55,73,42,5,10,7,3,12,0.56,6,3,1,2,0,0
FRA-Ligue 1,2324,Montpellier,Wahbi Khazri,TUN,FW,33-011,1991,9.3,20,2.15,12,1,3,0,4,0,1,0.11,1,0,0,0,0,0
FRA-Ligue 1,2324,Montpellier,Yanis Ali Issoufou,FRA,FW,17-114,2006,0.1,,,,,,,,,,,,,,,,
FRA-Ligue 1,2324,Montpellier,Yann Karamoh,FRA,"FW,MF",25-226,1998,0.6,3,5.4,1,0,0,1,1,0,1,1.8,0,0,0,1,0,0
FRA-Ligue 1,2324,Nantes,Abdoul Kader Bamba,FRA,"MF,FW",29-270,1994,4.8,26,5.4,17,1,1,3,4,0,3,0.62,2,1,0,0,0,0
FRA-Ligue 1,2324,Nantes,Adel Mahamoud,COM,FW,21-015,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Adson,BRA,"MF,FW",23-136,2000,2.6,9,3.4,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2324,Nantes,Alban Lafont,FRA,GK,25-027,1999,15.7,4,0.25,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
