,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
GER-Bundesliga,2324,Wolfsburg,Patrick Wimmer,AUT,FW,22-265,2001,3.1,8,2.57,6,0,0,1,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Pavao Pervan,AUT,GK,36-098,1987,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Ridle Baku,GER,"DF,MF",25-317,1998,12.1,32,2.65,28,0,0,2,2,0,1,0.08,1,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Rogério,BRA,DF,26-037,1998,10.0,18,1.8,15,0,2,0,1,0,1,0.1,1,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Sebastiaan Bornauw,BEL,DF,24-334,1999,8.2,3,0.36,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Tiago Tomás,POR,"FW,MF",21-248,2002,7.4,24,3.23,9,2,7,5,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Václav Černý,CZE,"FW,MF",26-125,1997,9.1,31,3.39,29,1,1,0,0,0,4,0.44,4,0,0,0,0,0
GER-Bundesliga,2324,Wolfsburg,Yannick Gerhardt,GER,"MF,FW",29-343,1994,9.4,21,2.24,18,0,0,1,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Ademola Lookman,NGA,"FW,MF",26-122,1997,12.3,53,4.31,35,5,8,2,2,1,7,0.57,5,0,1,1,0,0
ITA-Serie A,2324,Atalanta,Aleksei Miranchuk,RUS,"MF,FW",28-125,1995,7.2,47,6.5,31,9,1,3,3,0,7,0.97,5,0,0,2,0,0
ITA-Serie A,2324,Atalanta,Berat Djimsiti,ALB,DF,31-000,1993,22.0,12,0.54,11,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Charles De Ketelaere,BEL,"FW,MF",22-346,2001,14.4,63,4.38,45,2,5,2,7,2,8,0.56,8,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Davide Zappacosta,ITA,"DF,MF",31-253,1992,12.6,33,2.62,18,3,3,9,0,0,4,0.32,2,1,0,1,0,0
ITA-Serie A,2324,Atalanta,Duván Zapata,COL,FW,32-324,1991,1.2,4,3.21,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,El Bilal Touré,MLI,FW,22-139,2001,0.5,1,2.09,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Emil Holm,SWE,DF,23-282,2000,6.9,13,1.88,8,2,1,1,1,0,3,0.43,1,1,0,0,1,0
ITA-Serie A,2324,Atalanta,Gianluca Scamacca,ITA,FW,25-049,1999,9.6,27,2.81,24,0,1,1,1,0,6,0.62,6,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Giorgio Scalvini,ITA,DF,20-070,2003,19.8,32,1.61,26,0,0,5,0,1,8,0.4,7,0,0,1,0,0
ITA-Serie A,2324,Atalanta,Giovanni Bonfanti,ITA,DF,21-033,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Hans Hateboer,NED,DF,30-041,1994,5.3,18,3.38,15,0,1,1,0,1,2,0.37,2,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Isak Hien,SWE,DF,25-037,1999,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,José Luis Palomino,ARG,DF,34-045,1990,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Juan Musso,ARG,GK,29-289,1994,10.0,1,0.1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Leonardo Mendicino,ITA,MF,17-239,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Luis Muriel,COL,"FW,MF",32-309,1991,4.5,29,6.38,14,6,1,4,4,0,2,0.44,2,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Marco Carnesecchi,ITA,GK,23-233,2000,14.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Mario Pašalić,CRO,"MF,FW",29-010,1995,11.9,34,2.86,30,0,0,3,1,0,8,0.67,7,0,0,0,1,0
ITA-Serie A,2324,Atalanta,Marten de Roon,NED,"MF,DF",32-327,1991,22.0,41,1.86,33,5,0,0,2,1,6,0.27,6,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Matteo Ruggeri,ITA,DF,21-223,2002,19.4,51,2.62,45,3,2,1,0,0,10,0.51,8,2,0,0,0,0
ITA-Serie A,2324,Atalanta,Michel Ndary Adopo,FRA,"MF,DF",23-215,2000,0.6,3,5.09,2,0,0,1,0,0,1,1.7,1,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Mitchel Bakker,NED,DF,23-244,2000,2.7,2,0.74,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Nadir Zortea,ITA,DF,24-245,1999,1.7,10,6.04,6,1,1,1,1,0,2,1.21,2,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Rafael Tolói,ITA,DF,33-132,1990,5.0,3,0.61,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Sead Kolašinac,BIH,DF,30-244,1993,18.1,18,0.99,15,0,1,1,1,0,1,0.06,1,0,0,0,0,0
ITA-Serie A,2324,Atalanta,Teun Koopmeiners,NED,MF,25-356,1998,19.6,87,4.43,62,17,6,1,1,0,5,0.25,4,1,0,0,0,0
ITA-Serie A,2324,Atalanta,Éderson,BRA,MF,24-227,1999,21.5,52,2.42,43,3,4,0,1,1,4,0.19,4,0,0,0,0,0
ITA-Serie A,2324,Bologna,Alexis Saelemaekers,BEL,"FW,MF",24-237,1999,12.9,51,3.95,30,10,5,5,1,0,6,0.46,4,0,1,1,0,0
ITA-Serie A,2324,Bologna,Charalambos Lykogiannis,GRE,DF,30-120,1993,7.7,12,1.56,9,2,1,0,0,0,2,0.26,1,0,1,0,0,0
ITA-Serie A,2324,Bologna,Dan Ndoye,SUI,"FW,MF",23-117,2000,12.0,43,3.57,27,1,6,4,4,1,2,0.17,2,0,0,0,0,0
ITA-Serie A,2324,Bologna,Federico Ravaglia,ITA,GK,24-100,1999,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Giovanni Fabbian,ITA,"MF,FW",21-036,2003,7.8,14,1.8,10,0,1,3,0,0,1,0.13,0,0,1,0,0,0
ITA-Serie A,2324,Bologna,Jens Odgaard,DEN,FW,24-325,1999,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Jesper Karlsson,SWE,FW,25-209,1998,3.5,10,2.87,7,2,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Jhon Lucumí,COL,DF,25-238,1998,12.1,9,0.74,8,0,0,1,0,0,1,0.08,0,0,0,1,0,0
ITA-Serie A,2324,Bologna,Joshua Zirkzee,NED,FW,22-273,2001,22.3,71,3.19,52,0,11,6,2,0,7,0.31,5,0,1,1,0,0
ITA-Serie A,2324,Bologna,Kacper Urbanski,POL,"FW,MF",19-165,2004,5.3,19,3.6,14,3,2,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Kevin Bonifazi,ITA,DF,27-276,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Lewis Ferguson,SCO,MF,24-179,1999,23.8,65,2.73,53,1,2,4,5,0,9,0.38,6,0,1,0,2,0
ITA-Serie A,2324,Bologna,Lorenzo De Silvestri,ITA,DF,35-272,1988,6.2,4,0.65,4,0,0,0,0,0,1,0.16,1,0,0,0,0,0
ITA-Serie A,2324,Bologna,Michel Aebischer,SUI,MF,27-044,1997,16.1,22,1.37,19,2,0,0,1,0,1,0.06,1,0,0,0,0,0
ITA-Serie A,2324,Bologna,Nicolás Domínguez,ARG,MF,25-236,1998,1.1,2,1.78,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Nikola Moro,CRO,MF,25-344,1998,7.7,20,2.58,14,1,2,0,1,2,2,0.26,2,0,0,0,0,0
ITA-Serie A,2324,Bologna,Oussama El Azzouzi,MAR,MF,22-266,2001,3.3,5,1.53,4,0,0,0,1,0,1,0.31,1,0,0,0,0,0
ITA-Serie A,2324,Bologna,Remo Freuler,SUI,MF,31-310,1992,17.7,26,1.47,24,1,1,0,0,0,2,0.11,2,0,0,0,0,0
ITA-Serie A,2324,Bologna,Riccardo Calafiori,ITA,DF,21-276,2002,18.4,31,1.7,25,0,1,3,0,2,4,0.22,3,0,0,1,0,0
ITA-Serie A,2324,Bologna,Riccardo Orsolini,ITA,"FW,MF",27-026,1997,13.5,54,4.0,34,9,6,1,4,0,6,0.44,2,1,2,0,1,0
ITA-Serie A,2324,Bologna,Sam Beukema,NED,DF,25-094,1998,20.6,13,0.63,13,0,0,0,0,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2324,Bologna,Stefan Posch,AUT,DF,26-281,1997,16.9,30,1.77,26,3,0,1,0,0,3,0.18,2,0,0,1,0,0
ITA-Serie A,2324,Bologna,Sydney van Hooijdonk,NED,FW,24-013,2000,2.4,2,0.85,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Tommaso Corazza,ITA,DF,19-235,2004,1.6,2,1.22,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Bologna,Victor Bernth Kristiansen,DEN,DF,21-065,2002,15.7,30,1.91,24,1,2,2,1,0,6,0.38,4,0,0,1,1,0
ITA-Serie A,2324,Bologna,Łukasz Skorupski,POL,GK,32-290,1991,22.0,1,0.05,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Adam Obert,SVK,DF,21-180,2002,6.4,9,1.41,9,0,0,0,0,0,2,0.31,2,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Alberto Dossena,ITA,DF,25-129,1998,23.2,19,0.82,14,0,0,3,0,2,2,0.09,2,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Alessandro Deiola,ITA,MF,28-202,1995,7.5,13,1.73,12,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",24-216,1999,2.6,4,1.54,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Andrea Petagna,ITA,FW,28-234,1995,10.9,30,2.76,24,0,1,3,2,0,3,0.28,1,0,1,1,0,0
ITA-Serie A,2324,Cagliari,Antoine Makoumbou,CGO,MF,25-216,1998,21.7,43,1.98,35,2,4,1,0,1,2,0.09,1,0,0,0,0,1
ITA-Serie A,2324,Cagliari,Boris Radunović,SRB,GK,27-269,1996,7.0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Edoardo Goldaniga,ITA,DF,30-109,1993,11.2,15,1.34,11,0,0,3,0,1,1,0.09,0,0,0,1,0,0
ITA-Serie A,2324,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28-235,1995,3.5,12,3.4,11,0,1,0,0,0,3,0.85,2,0,1,0,0,0
ITA-Serie A,2324,Cagliari,Gabriele Zappa,ITA,DF,24-059,1999,20.1,48,2.39,37,2,0,5,2,2,4,0.2,1,1,0,1,1,0
ITA-Serie A,2324,Cagliari,Gaetano Oristanio,ITA,"FW,MF",21-144,2002,9.4,29,3.07,16,1,6,3,3,0,3,0.32,2,0,0,1,0,0
ITA-Serie A,2324,Cagliari,Gianluca Gaetano,ITA,"MF,FW",23-290,2000,2.3,11,4.74,9,0,1,0,1,0,1,0.43,1,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Gianluca Lapadula,PER,FW,34-012,1990,5.7,10,1.74,5,0,0,2,3,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Ibrahim Sulemana,GHA,MF,20-273,2003,9.5,11,1.15,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Jakub Jankto,CZE,"MF,FW",28-031,1996,6.6,18,2.71,13,3,0,1,0,1,4,0.6,3,1,0,0,0,0
ITA-Serie A,2324,Cagliari,Leonardo Pavoletti,ITA,FW,35-085,1988,6.8,14,2.06,12,0,0,0,2,0,1,0.15,1,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Marco Mancosu,ITA,"MF,FW",35-181,1988,1.7,7,4.06,4,0,1,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Mateusz Wieteska,POL,DF,27-008,1997,7.7,8,1.03,7,0,0,0,0,1,1,0.13,1,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Matteo Prati,ITA,MF,20-053,2003,16.7,36,2.15,30,1,0,3,1,1,1,0.06,1,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Nahitan Nández,URU,"MF,DF",28-053,1995,15.5,45,2.9,30,10,3,0,1,1,2,0.13,1,1,0,0,0,0
ITA-Serie A,2324,Cagliari,Nicolas Viola,ITA,"MF,FW",34-130,1989,10.6,54,5.11,21,24,2,2,4,1,4,0.38,1,2,0,0,0,1
ITA-Serie A,2324,Cagliari,Pantelis Hatzidiakos,GRE,DF,27-032,1997,7.1,5,0.71,3,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Paulo Azzi,BRA,"DF,MF",29-219,1994,9.3,18,1.94,15,0,1,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Simone Scuffet,ITA,GK,27-264,1996,18.0,2,0.11,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Tommaso Augello,ITA,DF,29-173,1994,15.9,37,2.32,21,12,0,1,2,1,1,0.06,1,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Yerry Mina,COL,DF,29-149,1994,2.5,1,0.39,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Cagliari,Zito Luvumbo,ANG,"FW,MF",21-347,2002,14.0,47,3.34,29,0,8,3,7,0,4,0.28,4,0,0,0,0,0
ITA-Serie A,2324,Empoli,Alberto Cerri,ITA,FW,27-309,1996,3.2,4,1.24,2,0,0,2,0,0,1,0.31,0,0,0,1,0,0
ITA-Serie A,2324,Empoli,Alberto Grassi,ITA,MF,28-349,1995,17.0,22,1.29,18,0,0,2,2,0,3,0.18,3,0,0,0,0,0
ITA-Serie A,2324,Empoli,Andrea Sodero,ITA,MF,19-196,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Ardian Ismajli,ALB,DF,27-142,1996,16.3,7,0.43,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Bartosz Bereszyński,POL,DF,31-222,1992,9.6,13,1.35,11,1,0,0,1,0,1,0.1,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,Daniel Maldini,ITA,"FW,MF",22-131,2001,2.9,7,2.4,3,1,2,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Elia Caprile,ITA,GK,22-178,2001,10.0,4,0.4,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Emmanuel Ekong,SWE,FW,21-239,2002,0.1,1,18.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30-039,1994,10.5,21,1.99,11,2,1,4,2,1,1,0.09,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,Etrit Berisha,ALB,GK,34-346,1989,14.0,2,0.14,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Filippo Ranocchia,ITA,"MF,DF",22-281,2001,5.3,8,1.51,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Francesco Caputo,ITA,FW,36-197,1987,12.2,21,1.72,18,0,0,3,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Giacomo Corona,ITA,FW,19-360,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Giuseppe Pezzella,ITA,DF,26-082,1997,3.7,6,1.62,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Jacopo Fazzini,ITA,MF,20-340,2003,9.5,32,3.37,20,7,2,0,2,1,3,0.32,1,0,1,0,1,0
ITA-Serie A,2324,Empoli,Liam Henderson,SCO,MF,27-300,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Liberato Cacace,NZL,DF,23-145,2000,15.8,29,1.83,19,8,0,2,0,0,1,0.06,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,M'Baye Niang,SEN,FW,29-062,1994,0.7,1,1.36,1,0,0,0,0,0,1,1.36,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,Matteo Cancellieri,ITA,"FW,MF",22-007,2002,13.4,40,2.98,18,1,8,5,7,1,4,0.3,1,0,2,0,1,0
ITA-Serie A,2324,Empoli,Mattia Destro,ITA,"FW,MF",32-336,1991,2.4,1,0.42,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Nicolas Haas,SUI,MF,28-027,1996,1.0,3,3.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",23-053,2000,19.3,63,3.27,40,6,1,3,12,1,3,0.16,2,0,0,0,1,0
ITA-Serie A,2324,Empoli,Roberto Piccoli,ITA,FW,23-023,2001,0.4,2,4.74,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Răzvan Marin,ROU,MF,27-272,1996,10.7,35,3.25,22,11,1,1,0,0,1,0.09,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,Samuele Perisan,ITA,GK,26-182,1997,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Sebastian Walukiewicz,POL,DF,23-320,2000,13.8,11,0.8,7,0,1,1,1,1,1,0.07,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,Sebastiano Luperto,ITA,DF,27-166,1996,25.0,21,0.84,15,2,0,3,0,1,1,0.04,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,Simone Bastoni,ITA,"DF,MF",27-106,1996,3.9,12,3.05,7,5,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Empoli,Steven Shpendi,ALB,"FW,MF",20-276,2003,4.4,10,2.27,8,0,0,1,1,0,1,0.23,0,0,0,1,0,0
ITA-Serie A,2324,Empoli,Szymon Żurkowski,POL,MF,26-147,1997,5.0,15,2.99,10,0,1,1,2,1,1,0.2,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,Tommaso Baldanzi,ITA,"MF,FW",20-333,2003,8.3,36,4.35,24,4,3,1,4,0,2,0.24,2,0,0,0,0,0
ITA-Serie A,2324,Empoli,Tyronne Ebuehi,NGA,DF,28-065,1995,11.9,17,1.42,14,2,0,0,1,0,1,0.08,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,Viktor Kovalenko,UKR,MF,28-005,1996,3.9,12,3.06,9,3,0,0,0,0,1,0.25,1,0,0,0,0,0
ITA-Serie A,2324,Empoli,Youssef Maleh,MAR,MF,25-181,1998,19.4,43,2.22,34,4,2,2,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Alfred Duncan,GHA,MF,30-346,1993,15.8,51,3.23,39,8,1,2,0,1,9,0.57,5,2,0,2,0,0
ITA-Serie A,2324,Fiorentina,Andrea Belotti,ITA,FW,30-061,1993,3.1,4,1.29,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Antonín Barák,CZE,MF,29-078,1994,2.7,9,3.38,7,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Arthur Melo,BRA,MF,27-191,1996,16.7,54,3.23,46,5,1,0,2,0,5,0.3,4,0,0,0,1,0
ITA-Serie A,2324,Fiorentina,Christian Kouamé,CIV,FW,26-075,1997,7.6,24,3.15,21,0,0,2,1,0,2,0.26,2,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Cristiano Biraghi,ITA,DF,31-171,1992,18.2,41,2.25,22,14,3,0,1,1,8,0.44,1,5,2,0,0,0
ITA-Serie A,2324,Fiorentina,Davide Faraoni,ITA,DF,32-117,1991,3.2,5,1.57,4,0,0,1,0,0,1,0.31,1,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Dodô,BRA,DF,25-094,1998,3.0,6,2.02,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Fabiano Parisi,ITA,DF,23-102,2000,11.1,26,2.33,25,0,0,0,1,0,2,0.18,2,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Giacomo Bonaventura,ITA,MF,34-181,1989,18.3,55,3.01,46,2,1,3,3,0,4,0.22,4,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Gino Infantino,ARG,MF,20-276,2003,0.9,3,3.25,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Jonathan Ikone,FRA,FW,25-293,1998,12.7,32,2.52,22,0,5,1,3,1,5,0.39,3,0,1,0,1,0
ITA-Serie A,2324,Fiorentina,Josip Brekalo,CRO,FW,25-241,1998,7.2,19,2.62,15,2,1,0,1,0,3,0.41,2,0,0,0,1,0
ITA-Serie A,2324,Fiorentina,Lorenzo Amatucci,ITA,MF,20-014,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Luca Ranieri,ITA,DF,24-302,1999,13.4,10,0.75,9,1,0,0,0,0,1,0.07,0,1,0,0,0,0
ITA-Serie A,2324,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22-327,2001,13.3,35,2.64,24,0,2,4,4,1,6,0.45,4,0,1,1,0,0
ITA-Serie A,2324,Fiorentina,Lucas Martínez Quarta,ARG,DF,27-285,1996,18.4,27,1.47,19,3,0,4,1,0,2,0.11,1,0,0,1,0,0
ITA-Serie A,2324,Fiorentina,M'Bala Nzola,ANG,FW,27-185,1996,14.1,33,2.34,26,0,1,3,3,0,3,0.21,1,0,0,2,0,0
ITA-Serie A,2324,Fiorentina,Maxime Lopez,FRA,MF,26-077,1997,4.2,8,1.91,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Michael Kayode,ITA,DF,19-224,2004,14.0,24,1.72,18,5,0,0,0,1,1,0.07,1,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Nicolás González,ARG,FW,25-319,1998,13.3,40,3.02,27,0,3,8,2,0,3,0.23,2,0,0,1,0,0
ITA-Serie A,2324,Fiorentina,Nikola Milenković,SRB,DF,26-130,1997,19.1,14,0.73,9,1,0,2,2,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Oliver Christensen,DEN,GK,24-334,1999,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Pietro Comuzzo,ITA,"DF,FW",18-364,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Pietro Terracciano,ITA,GK,33-348,1990,23.0,4,0.17,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Riccardo Sottil,ITA,FW,24-261,1999,6.7,25,3.74,20,0,1,2,2,0,1,0.15,1,0,0,0,0,0
ITA-Serie A,2324,Fiorentina,Rolando Mandragora,ITA,MF,26-235,1997,12.2,26,2.13,18,5,3,0,0,0,6,0.49,4,1,1,0,0,0
ITA-Serie A,2324,Fiorentina,Yerry Mina,COL,"DF,MF",29-149,1994,0.5,1,2.05,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Abdou Harroui,NED,"MF,FW",26-037,1998,8.5,27,3.16,20,0,2,2,3,0,1,0.12,1,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Anthony Oyono,GAB,DF,22-313,2001,13.3,22,1.65,16,5,1,0,0,0,3,0.23,1,2,0,0,0,0
ITA-Serie A,2324,Frosinone,Arijon Ibrahimović,GER,"FW,DF",18-070,2005,4.8,14,2.94,11,1,1,1,0,0,1,0.21,1,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22-221,2001,19.6,6,0.31,4,0,0,1,0,1,1,0.05,1,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Demba Seck,SEN,FW,23-009,2001,2.1,5,2.34,4,0,0,1,0,0,1,0.47,1,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Emanuele Valeri,ITA,DF,25-074,1998,2.2,4,1.86,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22-273,2001,20.9,31,1.48,28,1,1,1,0,0,2,0.1,1,1,0,0,0,0
ITA-Serie A,2324,Frosinone,Farés Ghedjemis,FRA,"MF,FW",21-166,2002,1.1,2,1.8,1,0,1,0,0,0,1,0.9,0,0,1,0,0,0
ITA-Serie A,2324,Frosinone,Francesco Gelli,ITA,"DF,MF",27-127,1996,14.5,40,2.75,23,11,1,1,3,1,2,0.14,0,1,0,0,1,0
ITA-Serie A,2324,Frosinone,Gennaro Borrelli,ITA,FW,23-346,2000,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",21-012,2003,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,"FW,MF",25-072,1998,4.6,12,2.59,5,1,2,1,3,0,2,0.43,0,1,0,0,1,0
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,22-062,2001,16.1,14,0.87,11,1,0,0,1,1,5,0.31,2,1,0,0,1,1
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"FW,MF",28-300,1995,5.5,16,2.89,7,6,1,0,2,0,2,0.36,1,0,0,0,1,0
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,22-026,2002,8.3,20,2.4,13,0,1,4,1,1,1,0.12,0,0,0,0,1,0
